                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.1976,                 1.2559,                 1.5748,                0.81144,                0.74441,                0.83258,                0.51628,                 1.2613,                0.90312,                 1.5833,               0.008515,               0.008515,               0.008515
                     47,                 1.2016,                 1.2504,                 1.5603,                0.80125,                0.69274,                0.79857,                0.48249,                 1.3108,                0.98808,                 1.6199,               0.008482,               0.008482,               0.008482
                     48,                 1.1751,                 1.2161,                 1.5576,                0.82089,                0.77095,                0.82596,                0.50296,                 1.2907,                0.90843,                 1.6079,               0.008449,               0.008449,               0.008449
                     49,                 1.1761,                 1.2231,                 1.5465,                0.78368,                0.73883,                 0.8208,                0.50512,                  1.275,                 0.9429,                 1.5956,               0.008416,               0.008416,               0.008416
                     50,                 1.1918,                 1.2426,                 1.5534,                0.79607,                0.75698,                0.81735,                0.48779,                 1.3051,                0.94906,                 1.6187,               0.008383,               0.008383,               0.008383
                     51,                 1.1652,                 1.2103,                 1.5463,                0.80032,                0.76129,                0.82025,                0.48866,                 1.3311,                0.93952,                 1.6472,                0.00835,                0.00835,                0.00835
                     52,                 1.1537,                 1.2031,                 1.5349,                0.79215,                0.71369,                0.79775,                0.47188,                 1.2951,                0.98093,                 1.6243,               0.008317,               0.008317,               0.008317
                     53,                 1.1673,                  1.211,                 1.5434,                0.81419,                 0.7405,                0.82182,                0.50593,                 1.2597,                0.91168,                 1.5845,               0.008284,               0.008284,               0.008284
                     54,                 1.1433,                 1.1989,                 1.5372,                0.79689,                0.76168,                0.82615,                0.51332,                 1.2614,                0.91073,                 1.5754,               0.008251,               0.008251,               0.008251
                     55,                 1.1505,                 1.2089,                 1.5369,                 0.7887,                0.73743,                0.81163,                0.49358,                 1.2758,                0.94426,                 1.6026,               0.008218,               0.008218,               0.008218
                     56,                 1.1661,                 1.2075,                 1.5439,                0.81688,                0.77235,                0.83567,                0.51403,                 1.2699,                0.86832,                 1.5751,               0.008185,               0.008185,               0.008185
                     57,                 1.1594,                 1.1837,                 1.5305,                0.80533,                0.72222,                0.80924,                0.49147,                 1.2694,                0.96127,                 1.5883,               0.008152,               0.008152,               0.008152
