                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                 1.2586,                 2.2378,                 1.4443,                0.31832,                0.34157,                0.24413,                0.15626,                 1.3277,                 2.1868,                  1.469,               0.008185,               0.008185,               0.008185
                     57,                   1.24,                 2.2364,                 1.4328,                 0.3288,                0.34355,                0.24552,                0.15605,                 1.3262,                 2.1788,                 1.4644,               0.008152,               0.008152,               0.008152
                     58,                 1.2347,                 2.2456,                 1.4224,                0.32685,                0.34603,                0.24672,                0.15709,                 1.3231,                 2.1755,                 1.4649,               0.008119,               0.008119,               0.008119
                     59,                 1.2284,                 2.1772,                 1.4188,                0.33633,                0.33329,                0.24928,                0.15873,                 1.3219,                 2.1717,                 1.4665,               0.008086,               0.008086,               0.008086
                     60,                 1.2408,                 2.2128,                 1.4247,                0.34516,                0.33574,                 0.2504,                0.15982,                 1.3252,                 2.1595,                 1.4654,               0.008053,               0.008053,               0.008053
                     61,                 1.2365,                 2.1899,                 1.4274,                 0.3251,                 0.3419,                0.24884,                0.16032,                 1.3218,                 2.1551,                 1.4609,                0.00802,                0.00802,                0.00802
                     62,                 1.2371,                 2.1968,                 1.4195,                0.32619,                0.35375,                0.25002,                0.16115,                 1.3191,                 2.1612,                 1.4586,               0.007987,               0.007987,               0.007987
                     63,                 1.2481,                 2.2032,                 1.4263,                0.32395,                 0.3534,                0.25047,                0.16132,                 1.3141,                 2.1581,                 1.4557,               0.007954,               0.007954,               0.007954
                     64,                 1.2403,                  2.215,                 1.4269,                0.32536,                0.35333,                0.25122,                0.16248,                 1.3134,                 2.1607,                 1.4552,               0.007921,               0.007921,               0.007921
                     65,                 1.2201,                 2.1433,                 1.4082,                0.33629,                0.34139,                0.24978,                0.16167,                 1.3135,                 2.1611,                 1.4568,               0.007888,               0.007888,               0.007888
                     66,                 1.2203,                 2.1659,                  1.408,                0.33841,                0.33911,                0.25208,                 0.1629,                 1.3118,                 2.1622,                 1.4566,               0.007855,               0.007855,               0.007855
                     67,                 1.2225,                 2.1578,                 1.4119,                0.34794,                0.33336,                0.25054,                0.16242,                 1.3093,                 2.1604,                 1.4522,               0.007822,               0.007822,               0.007822
                     68,                 1.2047,                  2.135,                  1.397,                0.33987,                0.33552,                0.25081,                0.16263,                 1.3105,                  2.162,                 1.4504,               0.007789,               0.007789,               0.007789
                     69,                 1.2135,                 2.1521,                  1.402,                0.34594,                0.33506,                0.25111,                0.16282,                 1.3071,                 2.1573,                 1.4489,               0.007756,               0.007756,               0.007756
                     70,                 1.2095,                   2.12,                 1.3978,                0.33894,                 0.3416,                0.25214,                0.16354,                 1.3058,                 2.1568,                 1.4494,               0.007723,               0.007723,               0.007723
                     71,                 1.1974,                 2.1209,                 1.3983,                0.33118,                0.34226,                0.25324,                0.16422,                 1.3072,                 2.1577,                  1.449,                0.00769,                0.00769,                0.00769
                     72,                 1.2221,                  2.135,                 1.4044,                0.33613,                0.34477,                0.25416,                0.16504,                 1.3065,                  2.156,                 1.4464,               0.007657,               0.007657,               0.007657
                     73,                 1.1968,                 2.1231,                 1.3932,                0.33162,                0.35396,                0.25453,                0.16469,                 1.3015,                 2.1533,                 1.4436,               0.007624,               0.007624,               0.007624
                     74,                 1.1932,                 2.1121,                 1.3876,                0.33648,                0.35221,                0.25486,                0.16507,                 1.3041,                 2.1502,                 1.4455,               0.007591,               0.007591,               0.007591
                     75,                 1.1874,                 2.1107,                 1.3857,                0.33268,                 0.3481,                0.25432,                0.16525,                 1.3021,                 2.1508,                 1.4431,               0.007558,               0.007558,               0.007558
                     76,                  1.202,                 2.1066,                 1.3921,                0.33247,                0.34916,                0.25427,                0.16459,                 1.3004,                  2.149,                 1.4408,               0.007525,               0.007525,               0.007525
                     77,                 1.1882,                 2.1023,                 1.3812,                 0.3311,                0.35435,                 0.2541,                0.16543,                 1.2989,                 2.1474,                 1.4408,               0.007492,               0.007492,               0.007492
                     78,                 1.1934,                 2.0799,                 1.3871,                0.32833,                0.35355,                0.25392,                0.16491,                 1.2984,                 2.1472,                 1.4413,               0.007459,               0.007459,               0.007459
